Time,anchovy(t-0),anchovy(t-1),anchovy(t-2),sardine(t-0),sardine(t-1),sardine(t-2),sio_sst(t-0),sio_sst(t-1),sio_sst(t-2),np_sst(t-0),np_sst(t-1),np_sst(t-2),
1931.000000,-0.008444,-0.009602,-0.007599,-1.420680,-1.151520,1.770090,1.068220,0.001149,-0.352393,1.610270,0.328734,-0.347846
1932.000000,-0.008354,-0.008444,-0.009602,0.112222,-1.420680,-1.151520,0.531857,1.068220,0.001149,1.265340,1.610270,0.328734
1933.000000,-0.007750,-0.008354,-0.008444,1.515550,0.112222,-1.420680,-0.552058,0.531857,1.068220,0.040046,1.265340,1.610270
1934.000000,-0.009531,-0.007750,-0.008354,2.989870,1.515550,0.112222,-1.143300,-0.552058,0.531857,-0.691345,0.040046,1.265340
1935.000000,-0.009964,-0.009531,-0.007750,-0.526375,2.989870,1.515550,-0.899012,-1.143300,-0.552058,-0.586502,-0.691345,0.040046
1936.000000,-0.007800,-0.009964,-0.009531,0.977476,-0.526375,2.989870,0.287626,-0.899012,-1.143300,0.665017,-0.586502,-0.691345
1937.000000,-0.007458,-0.007800,-0.009964,-0.451011,0.977476,-0.526375,-0.002360,0.287626,-0.899012,0.421038,0.665017,-0.586502
1938.000000,0.003472,-0.007458,-0.007800,0.362572,-0.451011,0.977476,-0.022109,-0.002360,0.287626,0.551965,0.421038,0.665017
1939.000000,0.024155,0.003472,-0.007458,1.722610,0.362572,-0.451011,-0.277900,-0.022109,-0.002360,0.441628,0.551965,0.421038
1940.000000,0.087241,0.024155,0.003472,-1.884120,1.722610,0.362572,-0.087397,-0.277900,-0.022109,0.777714,0.441628,0.551965
1941.000000,-0.058788,0.087241,0.024155,2.709380,-1.884120,1.722610,0.506725,-0.087397,-0.277900,1.633820,0.777714,0.441628
1942.000000,-0.063327,-0.058788,0.087241,-2.169000,2.709380,-1.884120,0.396365,0.506725,-0.087397,1.592820,1.633820,0.777714
1943.000000,-0.010991,-0.063327,-0.058788,0.049549,-2.169000,2.709380,0.179806,0.396365,0.506725,1.380090,1.592820,1.633820
1944.000000,0.044919,-0.010991,-0.063327,1.345070,0.049549,-2.169000,-0.528392,0.179806,0.396365,0.331645,1.380090,1.592820
1945.000000,-0.060197,0.044919,-0.010991,-2.239710,1.345070,0.049549,-0.769858,-0.528392,0.179806,-0.013825,0.331645,1.380090
1946.000000,-0.001198,-0.060197,0.044919,-2.481360,-2.239710,1.345070,-0.866112,-0.769858,-0.528392,-0.117138,-0.013825,0.331645
1947.000000,0.381222,-0.001198,-0.060197,-1.887320,-2.481360,-2.239710,-0.625578,-0.866112,-0.769858,0.356070,-0.117138,-0.013825
1948.000000,-0.193595,0.381222,-0.001198,0.831004,-1.887320,-2.481360,-0.951725,-0.625578,-0.866112,-0.084446,0.356070,-0.117138
1949.000000,-0.180078,-0.193595,0.381222,2.069420,0.831004,-1.887320,-1.138920,-0.951725,-0.625578,-0.525395,-0.084446,0.356070
1950.000000,0.027447,-0.180078,-0.193595,0.640328,2.069420,0.831004,-1.431840,-1.138920,-0.951725,-1.142180,-0.525395,-0.084446
1951.000000,0.039333,0.027447,-0.180078,-2.867020,0.640328,2.069420,-1.094060,-1.431840,-1.138920,-1.042570,-1.142180,-0.525395
1952.000000,1.109010,0.039333,0.027447,-2.334080,-2.867020,0.640328,-1.244450,-1.094060,-1.431840,-1.483250,-1.042570,-1.142180
1953.000000,0.679430,1.109010,0.039333,-0.005173,-2.334080,-2.867020,-1.327920,-1.244450,-1.094060,-1.708460,-1.483250,-1.042570
