Time, X(t-0), X(t-1), X(t-2), X(t-3), X(t-4), X(t-5), X(t-6), X(t-7), X(t-8), X(t-9)
 10.450000,   4.775000,   4.472700,   4.307300,   4.283400,   4.399600,   4.524600,   4.483600,   4.166600,   3.510800,   2.487300
 10.500000,   5.269400,   4.775000,   4.472700,   4.307300,   4.283400,   4.399600,   4.524600,   4.483600,   4.166600,   3.510800
 10.550000,   5.884000,   5.269400,   4.775000,   4.472700,   4.307300,   4.283400,   4.399600,   4.524600,   4.483600,   4.166600
 10.600000,   6.274700,   5.884000,   5.269400,   4.775000,   4.472700,   4.307300,   4.283400,   4.399600,   4.524600,   4.483600
 10.650000,   5.979800,   6.274700,   5.884000,   5.269400,   4.775000,   4.472700,   4.307300,   4.283400,   4.399600,   4.524600
 10.700000,   4.822900,   5.979800,   6.274700,   5.884000,   5.269400,   4.775000,   4.472700,   4.307300,   4.283400,   4.399600
 10.750000,   3.119400,   4.822900,   5.979800,   6.274700,   5.884000,   5.269400,   4.775000,   4.472700,   4.307300,   4.283400
 10.800000,   1.361200,   3.119400,   4.822900,   5.979800,   6.274700,   5.884000,   5.269400,   4.775000,   4.472700,   4.307300
 10.850000,  -0.116000,   1.361200,   3.119400,   4.822900,   5.979800,   6.274700,   5.884000,   5.269400,   4.775000,   4.472700
 10.900000,  -1.147000,  -0.116000,   1.361200,   3.119400,   4.822900,   5.979800,   6.274700,   5.884000,   5.269400,   4.775000
 10.950000,  -1.670600,  -1.147000,  -0.116000,   1.361200,   3.119400,   4.822900,   5.979800,   6.274700,   5.884000,   5.269400
 11.000000,  -1.719300,  -1.670600,  -1.147000,  -0.116000,   1.361200,   3.119400,   4.822900,   5.979800,   6.274700,   5.884000
 11.050000,  -1.417100,  -1.719300,  -1.670600,  -1.147000,  -0.116000,   1.361200,   3.119400,   4.822900,   5.979800,   6.274700
 11.100000,  -0.944700,  -1.417100,  -1.719300,  -1.670600,  -1.147000,  -0.116000,   1.361200,   3.119400,   4.822900,   5.979800
 11.150000,  -0.483300,  -0.944700,  -1.417100,  -1.719300,  -1.670600,  -1.147000,  -0.116000,   1.361200,   3.119400,   4.822900
 11.200000,  -0.171200,  -0.483300,  -0.944700,  -1.417100,  -1.719300,  -1.670600,  -1.147000,  -0.116000,   1.361200,   3.119400
 11.250000,  -0.080000,  -0.171200,  -0.483300,  -0.944700,  -1.417100,  -1.719300,  -1.670600,  -1.147000,  -0.116000,   1.361200
 11.300000,  -0.204300,  -0.080000,  -0.171200,  -0.483300,  -0.944700,  -1.417100,  -1.719300,  -1.670600,  -1.147000,  -0.116000
 11.350000,  -0.455800,  -0.204300,  -0.080000,  -0.171200,  -0.483300,  -0.944700,  -1.417100,  -1.719300,  -1.670600,  -1.147000
 11.400000,  -0.669100,  -0.455800,  -0.204300,  -0.080000,  -0.171200,  -0.483300,  -0.944700,  -1.417100,  -1.719300,  -1.670600
 11.450000,  -0.655100,  -0.669100,  -0.455800,  -0.204300,  -0.080000,  -0.171200,  -0.483300,  -0.944700,  -1.417100,  -1.719300
 11.500000,  -0.343800,  -0.655100,  -0.669100,  -0.455800,  -0.204300,  -0.080000,  -0.171200,  -0.483300,  -0.944700,  -1.417100
 11.550000,   0.072100,  -0.343800,  -0.655100,  -0.669100,  -0.455800,  -0.204300,  -0.080000,  -0.171200,  -0.483300,  -0.944700
 11.600000,   0.271900,   0.072100,  -0.343800,  -0.655100,  -0.669100,  -0.455800,  -0.204300,  -0.080000,  -0.171200,  -0.483300
 11.650000,   0.245300,   0.271900,   0.072100,  -0.343800,  -0.655100,  -0.669100,  -0.455800,  -0.204300,  -0.080000,  -0.171200
