N, 500
1, 0.457809
2, -0.747627
3, 0.168924
4, 0.337355
5, -0.022996
6, 0.045536
7, -0.091140
8, 0.182519
9, -0.364805
10, 0.424427
11, -0.543572
12, 0.305235
13, 0.170689
14, -0.341063
15, 0.439664
16, -0.636708
17, 0.243191
18, 0.486128
19, -0.914695
20, 0.057531
21, 0.115416
22, 0.230010
23, 0.460828
24, -0.761749
25, 0.159288
26, 0.318808
27, 0.089316
28, -0.178700
29, 0.357090
30, -0.713732
31, 0.191820
32, 0.383942
33, -0.300435
34, 0.467220
35, -0.800868
36, 0.133774
37, 0.267369
38, 0.398796
39, -0.798077
40, 0.135008
41, 0.270626
42, 0.379666
43, -0.759308
44, 0.161371
45, 0.322415
46, 0.067199
47, -0.134799
48, 0.269829
49, -0.539296
50, 0.308298
51, 0.153396
52, -0.307241
53, 0.462457
54, -0.772519
55, 0.152115
56, 0.304279
57, 0.176234
58, -0.352625
59, 0.432183
60, -0.591355
61, 0.273358
62, 0.362260
63, -0.723760
64, 0.184940
65, 0.370406
66, -0.219108
67, 0.438807
68, -0.878264
69, 0.081754
70, 0.163389
71, 0.327059
72, 0.040014
73, -0.080299
74, 0.161208
75, -0.322770
76, 0.452552
77, -0.711671
78, 0.192520
79, 0.385886
80, -0.312162
81, 0.459261
82, -0.753805
83, 0.164382
84, 0.329080
85, 0.028016
86, -0.056952
87, 0.114610
88, -0.229966
89, 0.460306
90, -0.920056
91, 0.053627
92, 0.108214
93, 0.215462
94, 0.431813
95, -0.587532
96, 0.275407
97, 0.348705
98, -0.697656
99, 0.201698
100, 0.403680
101, -0.420204
102, 0.387285
103, -0.321896
104, 0.452309
105, -0.713251
106, 0.191345
107, 0.383527
108, -0.298436
109, 0.467995
110, -0.806932
111, 0.128876
112, 0.258547
113, 0.451931
114, -0.904204
115, 0.064762
116, 0.128832
117, 0.258462
118, 0.452420
119, -0.904305
120, 0.064384
121, 0.128588
122, 0.257604
123, 0.456854
124, -0.914240
125, 0.058116
126, 0.116314
127, 0.231831
128, 0.464529
129, -0.783508
130, 0.145399
131, 0.290345
132, 0.259782
133, -0.519998
134, 0.320863
135, 0.077447
136, -0.154737
137, 0.309304
138, -0.618682
139, 0.255044
140, 0.472223
141, -0.944465
142, 0.037767
143, 0.075276
144, 0.150345
145, 0.301105
146, 0.195669
147, -0.391605
148, 0.406458
149, -0.435487
150, 0.377389
151, -0.261714
152, 0.492371
153, -0.953387
154, 0.031379
155, 0.063173
156, 0.125985
157, 0.252739
158, 0.486546
159, -0.972888
160, 0.019129
161, 0.037719
162, 0.075113
163, 0.150427
164, 0.301273
165, 0.195169
166, -0.390898
167, 0.406417
168, -0.437401
169, 0.375536
170, -0.251826
171, 0.498969
